"_url","title","date","court","summary","url"
"https://www.livelaw.in/high-court/jammu-kashmir","[Summary Suit] Dismissing Application For Leave To Defend In Suit For Non-Prosecution Is Unsustainable In Law: J&K High Court","(not found)","J&K High Court","The Jammu and Kashmir High Court has held that if a trial court does not consider an application for leave to defend a suit filed by the defendant on merits, the impugned judgment and decree become unsustainable in law. The court held that the trial court is legally bound to consider the defence put up by the defendant in the application on its merits, notwithstanding the absence of the defendant on the date on which the said application is taken up for consideration.","https://www.livelaw.in/high-court/jammu-kashmir/summary-suit-dismissing-application-for-leave-to-defend-suit-for-non-prosecution-unsustainable-in-law-jkl-high-court-284750"
"https://www.livelaw.in/high-court/jharkhand-high-court","Jharkhand High Court Quashes Summons Issued To Swiss Resident, Says Police Must First Obtain MHA Concurrence","(not found)","Jharkhand High Court","The Jharkhand High Court quashed summons issued to a Swiss resident, stating MHA concurrence is first needed.","https://www.livelaw.in/high-court/jharkhand-high-court/jharkhand-high-court-quashes-summons-non-bailable-warrant-against-swiss-resident-non-compliance-mutual-legal-assistance-treaty-284694"
"https://www.livelaw.in/high-court/karnataka-high-court","Suit Seeking Declaration Of Matrimonial Status Is To Be Adjudicated By Family Court: Karnataka High Court","(not found)","Karnataka High Court","The Karnataka High Court holds that a suit relating to matrimonial status falls within the scope of Section 7 of the Family Courts Act.","https://www.livelaw.in/high-court/karnataka-high-court/karnataka-high-court-suit-declaration-of-matrimonial-status-tried-family-court-284743"
"https://www.livelaw.in/high-court/kerala-high-court","Police Can Freeze Bank Accounts U/S 102 CrPC For Crimes Under Prevention Of Corruption Act: Kerala High Court","(not found)","Kerala High Court","Kerala High Court has held that freezing of a person's bank accounts under Section 102 of Code of Criminal Procedure while investigating his involvement in offences under Prevention of Corruption Act (PC Act) is valid. Justice C. Jayachandran rejected the petitioner-accused's argument that the freezing should have been done only through the Criminal Law Amendment Ordinance, 1944.Advocate John…","https://www.livelaw.in/high-court/kerala-high-court/kerala-high-court-seizure-102-crpc-prevention-corruption-284689"
"https://www.livelaw.in/high-court/madhya-pradesh-high-court","Madhya Pradesh High Court Grants Interim Age Relaxation To EWS Candidates Filling 2025 UPSC CSE Form","(not found)","Madhya Pradesh High Court","In a plea on age limit relaxation for EWS category in UPSC Civil Services Examination (CSE) 2025, the Madhya Pradesh High Court permitted EWS candidates to fill the form and directed the UPSC to extend the age relaxation benefit to them, as the form submission window was closing on February 18.","https://www.livelaw.in/high-court/madhya-pradesh-high-court/madhya-pradesh-high-court-interim-order-fill-form-upsc-cse-2025-ews-age-limit-relaxation-284754"
"https://www.livelaw.in/high-court/madras-high-court","Madras HC Orders Reopening Of Temple In Villupuram Sealed Over Caste Conflicts, Asks Govt To Act In Case Of Law & Order Problems","(not found)","Madras High Court","The Madras High Court has ordered reopening of a temple in Villupuram which was sealed in 2023 following caste related conflicts. Justice GK Ilanthiraiyan directed the Hindu Religious and Charitable Endowment Department to reopen the Draupadi Amman temple.","https://www.livelaw.in/high-court/madras-high-court/madras-high-court-orders-reopening-droupadi-amman-temple-sealed-caste-conflict-284620"
"https://www.livelaw.in/high-court/manipur-high-court","Similarly Situated Employees Under Same Employer Must Be Treated Equally: Manipur HC","2022-08-19","Manipur High Court","High Court of Manipur: A Single Judge Bench of Justice A. Guneshwar Sharma directed the State of Manipur to absorb two Assistant Project Officers as Project Officers in its Rural Development and Panchayati Raj Department.","https://www.livelaw.in/labour-service/similarly-situated-employees-under-same-employer-must-be-treated-equally-manipur-hc-280106"
"https://www.livelaw.in/high-court/meghalaya-high-court","Meghalaya High Court Directs State To Conduct Inquiry Into Alleged Illegal Limestone Mining In Jaintia Hills","(not found)","Meghalaya High Court","In a PIL petition alleging illegal limestone mining, the court has directed the State Government to conduct an inquiry.","https://www.livelaw.in/high-court/meghalaya-high-court/meghalaya-high-court-inquiry-state-illegal-limestone-mining-jaintia-hills-284465"
"https://www.livelaw.in/high-court/orissa-high-court","Article 22(5) | Preventive Detention Order Unconstitutional If All Grounds Of Detention Are Not Communicated To Detenu: Orissa High Court","(not found)","Orissa High Court","The Orissa High Court reiterated that a preventive detention order is unconstitutional if not specifying all grounds.","https://www.livelaw.in/high-court/orissa-high-court/orissa-high-court-preventive-detention-order-validity-grounds-of-detention-not-communicated-284764"
"https://www.livelaw.in/high-court/patna-high-court","Juvenile Institutionalization Should Be The Last Resort; Family Is The Best Institution For Rehabilitation: Patna High Court","(not found)","Patna High Court","The Patna High Court has held that institutionalization should be a measure of last resort and that the family is the primary institution for the rehabilitation and reintegration of a child in conflict with the law. It thus set aside the rejection of bail for a juvenile accused in a murder case, ruling that the juvenile justice system is reformatory, not punitive.","https://www.livelaw.in/high-court/patna-high-court/patna-high-court-juvenile-institutionalization-last-resort-family-best-institution-rehabilitation-284663"
"https://www.livelaw.in/high-court/punjab-and-haryana-high-court","Prepare Disaster Management Plan For Residential Areas Situated At River Banks: High Court To Haryana Govt","(not found)","Punjab and Haryana High Court","The Punjab & Haryana High Court has directed the Haryana Government to prepare a scientific disaster management plan for the residential areas situated at river banks, observing that the Court is under a constitutional duty to ensure the safety concerns.","https://www.livelaw.in/high-court/punjab-and-haryana-high-court/punjab-haryana-high-court-prepare-disaster-management-plan-for-residential-areas-situated-at-river-banks-284735"
"https://www.livelaw.in/high-court/rajasthan-high-court","Being A Religious Place, 'Masjid' Falls Under 'Waqf' Definition, Only Waqf Tribunal Can Adjudicate Disputes Related To It: Rajasthan HC","(not found)","Rajasthan High Court","A Masjid, being a religious place, falls under 'Waqf' definition; only Waqf Tribunal can adjudicate disputes.","https://www.livelaw.in/high-court/rajasthan-high-court/rajasthan-high-court-masjid-religious-place-waqf-definition-tribunal-adjudicate-disputes-284693"
"https://www.livelaw.in/high-court/sikkim-high-court","No Requirement To Establish Death Was Due To Wrongful Act Of Vehicle Owner In Claim U/S 163A Of Motor Vehicles Act: Sikkim High Court","(not found)","Sikkim High Court","The Sikkim High Court recently dismissed an appeal filed by an insurance company contending that the accident was the result of vis major and beyond human control. The judgement highlights that in a claim for compensation under Section 163A(1) of the Motor Vehicles Act, the claimant is not required to plead or establish fault.","https://www.livelaw.in/high-court/gauhati-high-court/sikkim-high-court-ruling-insurance-company-liability-vis-major-accident-compensation-section-163a-motor-vehicles-act-279697"
"https://www.livelaw.in/high-court/telangana-high-court","NDPS Act | Co-Accused Cannot Be Found Guilty On Mere Suspicion When Complicity Is Not Proved: Telangana High Court","(not found)","Telangana High Court","While dealing with a criminal appeal filed under Narcotics Drugs and Psychotropic Substances Act, the Telangana High Court has reiterated that a co-accused cannot be found guilty on mere suspicion and/or assumption when complicity is not proved.","https://www.livelaw.in/high-court/telangana-high-court/telangana-high-court-ndps-act-co-accused-suspicion-complicity-284761"
"https://www.livelaw.in/high-court/tripura-high-court","[S. 148 IT Act] Mere Change Of Opinion By AO, No 'Reason To Beleive' Assessee Failed To Disclose Info: Tripura HC Quashes Reassment Notice","(not found)","Tripura High Court","The Tripura High Court invalidated a reassessment notice under Section 148 of the Income Tax Act, due to a lack of 'reason to believe'.","https://www.livelaw.in/high-court/tripura-high-court/s-148-it-act-mere-change-of-opinion-by-ao-no-reason-to-beleive-assessee-failed-to-disclose-info-tripura-hc-quashes-reassment-notice-282812"
"https://www.livelaw.in/high-court/uttarakhand-high-court","'Purpose Is Different, Don't Want Personal Info': State Govt To Uttarakhand HC On Plea Against UCC Form Asking Live-In Couples' Private Details","(not found)","Uttarakhand High Court","State Government submitted before the Uttarakhand High Court regarding UCC provision related to registration of Live-In Relationships.","https://www.livelaw.in/high-court/uttarakhand-high-court/uttarakhand-high-court-private-personal-info-state-govt-uniform-civil-code-form-live-in-couples-private-details-284609"
"https://www.livelaw.in/high-court/calcutta-high-court","[NDPS Act] No Infirmity If Forensic Lab Directly Gives Chemical Report To Trial Court, All Involved In Criminal Trial Must Reduce Delay: Calcutta HC","(not found)","Calcutta High Court","Calcutta High Court held that there can be no infirmity in the trial of an NDPS case if the forensic laboratory sends the chemical report directly to the trial court.","https://www.livelaw.in/high-court/calcutta-high-court/ndps-act-no-infirmity-if-forensic-lab-directly-delivers-chemical-report-to-trial-court-all-involved-in-criminal-trial-must-reduce-delay-calcutta-high-court-284580"
"https://www.livelaw.in/high-court/gauhati-high-court","India's Got Latent Row | High Court Grants Interim Protection From Arrest To YouTuber Ashish Chanchlani In Assam Police FIR","(not found)","Gauhati High Court","Gauhati High Court granted interim anticipatory bail to YouTuber Ashish Chanchlani in connection with an Assam Police FIR.","https://www.livelaw.in/top-stories/gauhati-high-court-indias-got-latent-row-grants-interim-protection-arrest-youtuber-ashish-chanchlani-assam-police-fir-284244"
"https://www.livelaw.in/high-court/andhra-pradesh-high-court","Named Arbitrator Cannot Be Replaced Unless There Is Evidence Of Partiality Or Bias Against Them: Andhra Pradesh HC","(not found)","Andhra Pradesh High Court","The court held that a new arbitrator cannot be appointed if there's no evidence of bias or partiality against the named arbitrator.","https://www.livelaw.in/arbitration-cases/arbitrator-other-than-named-arbitrator-cannot-be-appointed-unless-evidence-of-partiality-or-bias-against-named-arbitrator-andhra-pradesh-hc-284645"
"https://www.livelaw.in/high-court/chattisgarh-high-court","NDPS Act | Standing Order Non-Compliance Not Fatal To Prosecution's Case If Recovery Proved From Other Evidence: Chhattisgarh HC","(not found)","Chhattisgarh High Court","Deviation from Section 52-A of NDPS Act not fatal if other evidence proves recovery.","https://www.livelaw.in/high-court/chattisgarh-high-court/chhattisgarh-high-court-ndps-act-non-compliance-standing-order-not-fatal-prosecution-recovery-other-evidence-284290"
"https://www.livelaw.in/high-court/allahabad-high-court","30-Day Deadline For Issuing Show Cause Notice Under OMCs' Marketing Discipline Guidelines Is 'Mandatory': Allahabad HC","(not found)","Allahabad High Court","The Allahabad High Court has held that the 30-day deadline for issuing a show cause notice, as outlined in Clause 8.5.6 of the Marketing Discipline Guidelines, 2012, framed by the Oil Marketing Companies (OMCs), is mandatory in nature.","https://www.livelaw.in/high-court/allahabad-high-court/allahabad-high-court-30-day-deadline-show-cause-oil-marketing-companies-marketing-discipline-guidelines-2012-mandatory-284681"
"https://www.livelaw.in/high-court/all-high-courts","Delhi High Court Weekly Round-Up: February 17 To February 23, 2025","(not found)","Delhi High Court","Weekly round-up of Delhi High Court cases includes various citations and nominal index.","https://www.livelaw.in/high-court/delhi-high-court/delhi-high-court-weekly-round-up-february-17-to-february-23-2025-284752"
"https://www.livelaw.in/high-court/gauhati-high-court","Union Govt Notifies Appointment Of Justice Yarenjungla Longkumer As Additional Judge Of Gauhati High Court","February 12","Gauhati High Court","Justice Yarenjungla Longkumer was appointed as Additional Judge of Gauhati High Court by the Union Law Ministry.","https://www.livelaw.in/high-court/gauhati-high-court/gauhati-high-court-on-february-17-justice-yarenjungla-longkumer-assumed-charge-office-additional-judge-284207"
"https://www.livelaw.in/high-court/calcutta-high-court","Calcutta High Court Upholds Arbitral Award Directing KMDA To Refund Amount Deposited By South City Projects Under MoU","(not found)","Calcutta High Court","Justices Harish Tandon and Madhuresh Prasad held that findings of the Arbitrator based material cannot be interfered with within the limited scope of proceedings under section 37 of the Arbitration Act.","https://www.livelaw.in/arbitration-cases/arbitrators-findings-based-on-material-cannot-be-interfered-with-within-limited-scope-of-proceedings-us-37-of-arbitration-act-calcutta-high-court-284496"
"https://www.livelaw.in/high-court/gujarat-high-court","Didn't Mend His Ways: Gujarat HC Slams District Development Officer For Non-Compliance Of Orders On Removing Encroachment From Grazing Land","(not found)","Gujarat High Court","Observing that he has 'no regard' for the court, the Gujarat High Court expressed its displeasure with District Development Officer (DDO) of Banaskantha, Palanpur for non compliance of the court's earlier orders on removal of encroachments on Gauchar land","https://www.livelaw.in/high-court/gujarat-high-court/gujarat-hc-ddo-removal-of-encroachment-grazing-land-contempt-non-compliance-284410"
"https://www.livelaw.in/high-court/andhra-pradesh-high-court","Limitation For Appointment Of Arbitrator Commences From Date Of Failure To Comply With Requirements In Notice Invoking Arbitration: AP High Court","(not found)","Andhra Pradesh High Court","The court clarified the limitation period for seeking the appointment of an arbitrator starts after notice issues, not before.","https://www.livelaw.in/arbitration-cases/limitation-period-appointment-of-arbitrator-commences-date-of-failure-refusal-of-opposite-party-to-comply-with-requirements-mentioned-in-notice-invoking-arbitration-andhra-pradesh-high-court-284636"
"https://www.livelaw.in/high-court/jharkhand-high-court","Excluding Psychiatric Treatment From Medical Reimbursement Schemes Violates Mental Healthcare Act: Jharkhand High Court","(not found)","Jharkhand High Court","Jharkhand High Court held that excluding psychiatric treatment from medical reimbursement schemes violates the Mental Healthcare Act.","https://www.livelaw.in/high-court/jharkhand-high-court/jharkhand-high-court-person-cannot-denied-reimbursement-mental-health-treatment-coal-india-subsidiary-reimburse-expenses-283621"
"https://www.livelaw.in/high-court/himachal-pradesh-high-court","Application For Extension Of Time Cannot Be Dismissed Due To Mentioning S.151 Of CPC Instead Of S. 29A Of Arbitration Act: Himachal Pradesh HC","(not found)","Himachal Pradesh High Court","Mentioning an incorrect provision is not fatal if the court has the power to pass such an order.","https://www.livelaw.in/arbitration-cases/mentioning-of-incorrect-provision-not-fatal-to-application-power-to-pass-such-order-available-with-courthimachal-pradesh-hc-280733"
"https://www.livelaw.in/high-court/karnataka-high-court","If Not Regularised It Would Put A Premium On State's Act Of Exploiting Human Labour: Karnataka HC Directs Regularisation Of 2 Daily Wagers","(not found)","Karnataka High Court","The court directs the State government to regularise the service of two workmen who were daily wage earners for 39 and 32 years.","https://www.livelaw.in/high-court/karnataka-high-court/karnataka-high-court-regularise-daily-wage-employees-state-exploiting-human-labour-284640"
"https://www.livelaw.in/high-court/delhi-high-court","Delhi High Court Dismisses Challenge Against Arbitral Award Rejecting Counterclaim For Failure To Raise Timely Objections On Quality Of Goods","(not found)","Delhi High Court","The Delhi High Court bench of Justice Manoj Kumar Ohri has upheld an Arbitral award stating that objections regarding the quality of goods must be raised within a reasonable time as per section 42 of the Sale of Goods Act, 1930.","https://www.livelaw.in/arbitration-cases/delhi-high-court-dismisses-challenge-arbitral-award-against-rejection-of-counterclaim-failure-to-raise-timely-objections-on-quality-of-goods-284742"
"https://www.livelaw.in/high-court/chattisgarh-high-court","Conduct Not In Accordance With Dignity Of AG's Office: Chhattisgarh HC Denies Anticipatory Bail To Ex-Advocate General In NAN Scam Case","(not found)","Chhattisgarh High Court","Chhattisgarh HC rejected anticipatory bail to ex-Advocate General in 'NAN Scam' Case.","https://www.livelaw.in/high-court/chattisgarh-high-court/conduct-not-in-accordance-with-dignity-of-ags-office-chhattisgarh-hc-denies-anticipatory-bail-to-ex-advocate-general-satish-verma-nan-scam-case-284263"
"https://www.livelaw.in/high-court/gauhati-high-court","'India's Got Latent' Row | YouTuber Ashish Chanchlani Moves High Court Seeking Anticipatory Bail In Guwahati Police FIR","(not found)","Gauhati High Court","Ashish Chanchlani filed for anticipatory bail in Gauhati High Court regarding a FIR by Guwahati Police.","https://www.livelaw.in/high-court/gauhati-high-court/gauhati-high-court-indias-got-latent-youtuber-ashish-chanchlani-anticipatory-bail-guwahati-police-fir-284155"
"https://www.livelaw.in/high-court/himachal-pradesh-high-court","Twin Conditions U/S 127 Of Income Tax Act For Transferring Assessee's Case From One Officer To Another Are Mandatory: Himachal Pradesh HC","(not found)","Himachal Pradesh High Court","The court elucidated mandatory conditions for transferring an assessee's case under Section 127 of the Income Tax Act.","https://www.livelaw.in/tax-cases/twin-conditions-us-127-income-tax-act-transferring-assessees-case-one-assessing-officer-to-another-mandatory-himachal-pradesh-hc-280366"
"https://www.livelaw.in/high-court/calcutta-high-court","Calcutta High Court Chief Justice Recuses From Hearing PIL Against Ex-Police Commissioner Vineet Goyal Citing Personal Reasons","(not found)","Calcutta High Court","Chief Justice TS Sivagnanam recused from hearing a PIL against former Kolkata Police commissioner Vineet Goyal for allegedly revealing the name of a deceased victim.","https://www.livelaw.in/high-court/calcutta-high-court/calcutta-high-court-chief-justice-recuses-from-hearing-pil-against-ex-police-commissioner-vineet-goyal-citing-personal-reasons-284518"
"https://www.livelaw.in/high-court/jharkhand-high-court","Court Can Allow Substitution Petition Even Without Explicit Plea For Setting Aside Abatement If Application Justifies Relief: Jharkhand HC","(not found)","Jharkhand High Court","Jharkhand HC held abatement can allow substitution petition without explicit plea if application justifies relief.","https://www.livelaw.in/high-court/jharkhand-high-court/jharkhand-hc-court-allow-substitution-petition-without-explicit-plea-setting-aside-abatement-application-justifies-relief-283525"
"https://www.livelaw.in/high-court/all-high-courts","Delhi High Court Dismisses Challenge Against Arbitral Award Rejecting Counterclaim For Failure To Raise Timely Objections On Quality Of Goods","(not found)","Delhi High Court","The court upheld an arbitral award, stating objections about goods' quality must be timely under the Sale of Goods Act.","https://www.livelaw.in/arbitration-cases/delhi-high-court-dismisses-challenge-arbitral-award-against-rejection-of-counterclaim-failure-to-raise-timely-objections-on-quality-of-goods-284742"
"https://www.livelaw.in/high-court/andhra-pradesh-high-court","Delay Of Two Days In Issuing GST Notice Can't Be Condoned: Andhra Pradesh High Court","(not found)","Andhra Pradesh High Court","The court held that a two-day delay in GST notice issuance cannot be condoned, rendering the notice invalid.","https://www.livelaw.in/tax-cases/delay-of-two-days-in-issuing-gst-notice-cant-be-condoned-andhra-pradesh-high-court-284268"
"https://www.livelaw.in/high-court/allahabad-high-court","Allahabad High Court Seeks Report Over Alleged House Arrest Of An Advocate Under 'Oral Directions' Of District Judge","(not found)","Allahabad High Court","The Allahabad High Court raised concerns over the alleged detention of a 70-year-old advocate from Agra, who was purportedly placed under house arrest by police personnel on the 'oral' directions of the District and Sessions Judge.","https://www.livelaw.in/high-court/allahabad-high-court/allahabad-high-court-seeks-report-house-arrest-advocate-oral-directions-agra-district-judge-284420"
"https://www.livelaw.in/high-court/gujarat-high-court","MV Act | Tribunal's Approach Insensitive, Found Small Inconsistencies To Throw Out Claim: Gujarat HC Quashes Order Rejecting Compensation","(not found)","Gujarat High Court","While quashing an order of the Motor Accident Claims Tribunal (MACT) which had dismissed a claim petition, the Gujarat High Court observed that it was unfortunate that instead of 'taking a holistic view' the tribunal had sought to fund minor inconsistencies to throw out the claimant's plea for compensation under the Motor Vehicles Act.","https://www.livelaw.in/high-court/gujarat-high-court/gujarat-hc-motor-accident-claims-tribunal-mv-act-insensitive-approach-smaller-inconsistencies-284317"
"https://www.livelaw.in/high-court/delhi-high-court","Inter Cadre Transfer Can't Be Denied Solely Citing Shortage Of Officers: Delhi High Court Raps West Bengal Govt","(not found)","Delhi High Court","The Delhi High Court has rapped the action of West Bengal government for refusing, in multiple cases, the prayer for inter cadre transfers (ICTs) on the ground of shortage of officers.","https://www.livelaw.in/high-court/delhi-high-court/delhi-high-court-inter-cadre-transfer-284712"
"https://www.livelaw.in/high-court/gauhati-high-court","Family Courts Not Available In All Districts, 30-Day Limitation To Appeal Under FC Act v/s 90 Days Under HMA Can Prejudice Litigants: Gauhati HC","(not found)","Gauhati High Court","Gauhati High Court allowed a delay in filing appeal beyond 30-day limitation due to absence of family courts.","https://www.livelaw.in/high-court/gauhati-high-court/gauhati-high-court-clarifies-inordinate-delay-section-5-limitation-act-283781"
"https://www.livelaw.in/high-court/himachal-pradesh-high-court","Sexual Assault Child Victim Has No Locus To File Quashing Plea In Name Of Saving Family's Honour, Future: Himachal Pradesh HC","(not found)","Himachal Pradesh High Court","The complainant's role ends after initiating criminal proceedings, and they cannot file a quashing plea.","https://www.livelaw.in/high-court/himachal-pradesh-high-court/himachal-pradesh-high-court-sexual-assault-child-victim-no-locus-quashing-plea-saving-family-honour-future-280183"
"https://www.livelaw.in/high-court/karnataka-high-court","Wife Of Deceased Techie Atul Subhash Withdraws Plea Before Karnataka High Court Seeking Quashing Of Abetment FIRs","(not found)","Karnataka High Court","The court disposes of the petition seeking to quash the FIR registered against the wife of Atul Subhash for allegedly abetting his suicide.","https://www.livelaw.in/high-court/karnataka-high-court/wife-of-techie-atul-subhas-who-committed-suicide-withdraws-petition-seeking-quashing-of-fir-registered-against-her-284628"
"https://www.livelaw.in/high-court/madhya-pradesh-high-court","Madhya Pradesh High Court Lays Down SOP For Termination Of Pregnancy Upto & Beyond 24 Weeks In Sexual Assault Cases","(not found)","Madhya Pradesh High Court","Standard procedures for termination of pregnancies up to 24 weeks and beyond in cases of rape and sexual assault were laid down by the Jabalpur bench.","https://www.livelaw.in/high-court/madhya-pradesh-high-court/madhya-pradesh-high-court-termination-of-pregnancy-rape-sexual-assault-284710"
"https://www.livelaw.in/high-court/kerala-high-court","Wayanad Landslides: KSDMA Details Plan To Remove Debris From Rivers Before Start Of Monsoon","(not found)","Kerala High Court","The Member Secretary of the Kerala State Disaster Management Authority (KSDMA) submitted before the High Court on Friday (21st February) that steps were being taken to remove debris left in the rivers in the aftermath of landslide before monsoon.The Division Bench of the Court comprising of Justice A. K. Jayasankaran Nambiar and Justice Easwaran S. was hearing the suo motu case initiated by…","https://www.livelaw.in/high-court/kerala-high-court/kerala-high-court-wayanad-landslide-debris-removal-284667"
"https://www.livelaw.in/high-court/calcutta-high-court","'Nightmare For Drivers': Plea In Calcutta High Court Flags Blue & White Colour Markings On Roads In Bengal As Unsafe","(not found)","Calcutta High Court","A public interest litigation filed flagged blue and white colour scheme used all over the city's road and bridge markings as unsafe.","https://www.livelaw.in/high-court/calcutta-high-court/nightmare-for-drivers-plea-in-calcutta-high-court-flags-blue-white-colour-markings-on-roads-in-bengal-284513"
"https://www.livelaw.in/high-court/manipur-high-court","Report On Steps Taken To Provide Ramps/Toilets For Disabled, Elderly Persons In Public Buildings Of Churachandpur: Manipur HC To State","2022-03-21","Manipur High Court","The Manipur High Court on Wednesday directed the state government to file a report regarding action taken for providing ramps and toilets to the people with disabilities and elderly persons in public buildings of Churachandpur district.","https://www.livelaw.in/high-court/manipur-high-court/manipur-high-court-pil-disability-access-churachandpur-public-buildings-278958"
"https://www.livelaw.in/high-court/chattisgarh-high-court","Chhattisgarh HC Acquits Man Accused Of Unnatural Sex With Wife, Says S.377 IPC Would Be Repugnant Due To Exception 2 To S.375 IPC","(not found)","Chhattisgarh High Court","Chhattisgarh HC found Section 377, IPC, repugnant to Exception 2 of Section 375.","https://www.livelaw.in/high-court/chattisgarh-high-court/chhattisgarh-high-court-rules-sexual-intercourse-without-wife-consent-not-rape-section-375-ipc-283663"
